,CityId,InvitorCityId,NumOutInvs
0,379,379,9005
1,380,379,78
2,381,379,62
3,382,379,106
4,383,379,106
5,384,379,79
6,385,379,52
7,386,379,56
8,387,379,60
9,388,379,45
10,389,379,42
11,390,379,36
12,391,379,16
13,392,379,9
14,393,379,18
15,394,379,53
16,395,379,76
17,396,379,41
18,397,379,28
19,398,379,16
20,399,379,16
21,1682,379,65
22,1702,379,14
23,1722,379,45
24,1742,379,34
25,1762,379,52
26,1782,379,40
27,1802,379,23
28,1822,379,8
29,1842,379,10
30,1862,379,12
31,1882,379,72
32,1902,379,36
33,1922,379,11
34,1942,379,24
35,1962,379,13
36,1982,379,13
37,2002,379,12
38,2003,379,21
39,2022,379,39
40,2023,379,5
41,2042,379,19
42,2062,379,16
43,2063,379,12
44,2082,379,14
45,2083,379,4
46,2084,379,8
47,2102,379,5
48,2103,379,12
49,2104,379,7
50,2105,379,24
51,2122,379,7
52,2142,379,8
53,2143,379,6
54,2144,379,4
55,2145,379,7
56,2146,379,10
57,2147,379,2
58,2342,379,13
59,2343,379,4
60,2742,379,6
61,2743,379,14
62,2744,379,17
63,2942,379,15
64,2943,379,12
65,2944,379,4
66,3142,379,4
67,3143,379,4
68,3342,379,5
69,3542,379,2
70,3543,379,4
71,3742,379,20
72,3942,379,1
73,3943,379,18
74,3944,379,4
75,3945,379,2
76,4142,379,1
77,4143,379,2
78,4144,379,16
79,4342,379,4
80,4542,379,4
81,4543,379,8
82,4544,379,14
83,4742,379,5
84,4743,379,2
85,4744,379,7
86,4942,379,6
87,5142,379,13
88,5143,379,10
89,5144,379,3
90,5145,379,7
91,5342,379,3
92,5343,379,3
93,5344,379,1
94,5345,379,6
95,5346,379,4
96,5542,379,1
97,5543,379,4
98,5742,379,3
99,5743,379,11
100,5942,379,18
101,6142,379,5
102,6143,379,12
103,6144,379,1
104,6145,379,3
105,6146,379,4
106,6343,379,2
107,6542,379,10
108,6543,379,4
109,6742,379,2
110,6745,379,5
111,6746,379,5
112,6747,379,3
113,7142,379,1
114,7143,379,1
115,7144,379,4
116,7343,379,3
117,7542,379,9
118,7742,379,9
119,7743,379,10
120,7942,379,6
121,7943,379,4
122,8142,379,2
123,8143,379,2
124,8144,379,2
125,8145,379,3
126,8342,379,4
127,8343,379,4
128,8344,379,7
129,8345,379,1
130,8542,379,6
131,8544,379,3
132,8742,379,3
133,8743,379,7
134,8744,379,2
135,8745,379,1
136,8942,379,3
137,8943,379,6
138,8946,379,3
139,8947,379,4
140,8948,379,2
141,9142,379,5
142,9143,379,4
143,9144,379,4
144,9145,379,4
145,9146,379,4
146,9342,379,2
147,9343,379,2
148,9542,379,13
149,9544,379,3
150,9546,379,1
151,9742,379,4
152,9942,379,5
153,9943,379,4
154,9945,379,1
155,9947,379,1
156,9950,379,1
157,9951,379,3
158,9952,379,1
159,9953,379,3
160,9954,379,10
161,9955,379,1
162,10142,379,16
163,10342,379,4
164,10343,379,1
165,10344,379,1
166,10345,379,1
167,10542,379,5
168,10742,379,1
169,10942,379,2
170,10943,379,5
171,10944,379,5
172,10946,379,1
173,10947,379,4
174,10948,379,4
175,10949,379,3
176,11142,379,4
177,11143,379,4
178,11144,379,1
179,11145,379,1
180,11146,379,2
181,11147,379,1
182,11342,379,2
183,11344,379,2
184,11345,379,3
185,11347,379,2
186,11348,379,7
187,11542,379,1
188,11545,379,1
189,11742,379,2
190,11744,379,1
191,11942,379,1
192,12342,379,1
193,12343,379,6
194,12542,379,1
195,12543,379,3
196,12544,379,4
197,12546,379,2
198,12547,379,3
199,12548,379,1
200,12549,379,2
201,12742,379,1
202,12743,379,4
203,12744,379,1
204,12943,379,1
205,13142,379,1
206,13342,379,2
207,13544,379,2
208,13742,379,1
209,13743,379,2
210,13744,379,1
211,13943,379,1
212,14143,379,2
213,14145,379,8
214,14342,379,1
215,14343,379,1
216,14344,379,1
217,14347,379,1
218,14542,379,2
219,14742,379,3
220,14744,379,2
221,14746,379,3
222,14750,379,1
223,14751,379,8
224,14756,379,1
225,14759,379,1
226,14760,379,3
227,14761,379,2
228,14942,379,2
229,14943,379,2
230,15142,379,1
231,15143,379,3
232,15144,379,1
233,15146,379,1
234,15342,379,1
235,15542,379,1
236,15544,379,1
237,15545,379,1
238,15742,379,1
239,15943,379,5
240,15944,379,2
241,16144,379,2
242,16343,379,2
243,16344,379,3
244,16348,379,1
245,16350,379,1
246,16351,379,2
247,16353,379,1
248,16356,379,1
249,16543,379,1
250,16546,379,1
251,16547,379,1
252,16552,379,2
253,16554,379,2
254,16555,379,1
255,16556,379,2
256,16557,379,3
257,16747,379,3
258,16749,379,4
259,16752,379,1
260,16755,379,1
261,16943,379,1
262,16944,379,2
263,16946,379,2
264,16948,379,1
265,17142,379,2
266,17143,379,1
267,17145,379,2
