CityId,CityName,PopLog,eov_x,eov_y,Latitude,Longitude
2944,Balatonfured,4.131362,561821.6911778733,179822.32095157303,46.9567254,17.888892000000006
3142,Hatvan,4.306618,697083.3667845546,258473.16768288333,47.6683971,19.6743874
3143,Mako,4.372415,760161.0783921835,97726.21583388146,46.2150438,20.4751022
3342,Koszeg,4.081167,460778.45498680463,230314.29299389708,47.3894949,16.5406843
3542,Mor,4.153967,586713.1645387389,225668.02754157598,47.37195870000001,18.2094428
3543,Kisvarda,4.216773,875170.0508621229,324624.00454669923,48.2257593,22.0784247
3742,Veresegyhaz,4.227681,667986.3983756835,256848.85143693027,47.655235,19.2868815
3942,Oroshaza,4.461048,774351.658951797,136393.05640885577,46.5603339,20.6693477
3943,Biatorbagy,4.107379,633103.4023490873,236690.47241011483,47.47394420000001,18.8232855
3944,Ozd,4.528274,742747.6669090466,320319.1319930307,48.2196425,20.295498600000002
3945,Dunafoldvar,3.937819,640447.2232746258,162913.15146276128,46.810432,18.9222921
4142,Paszto,3.980867,698760.2672987595,286583.9632420566,47.9210914,19.6998353
4143,Dabas,4.225645,670882.2278409565,203238.69297280587,47.1729302,19.3229242
4144,Vecses,4.320354,666405.2793760629,229517.28408471425,47.4094382,19.2648259
4342,Tapolca,4.193013,527410.8630461227,172134.74237333602,46.8820972,17.4389619
4542,Mezokovesd,4.218483,763738.8598448281,275105.03371052345,47.8097525,20.5660889
4543,Bicske,4.066028,618981.5814382693,238611.65567136777,47.4907066,18.6358046
4544,Kistarcsa,4.078276,666274.1908823693,244558.26047834824,47.54473220000001,19.2636378
4742,Bonyhad,4.138018,610298.7369447446,106121.02788434915,46.29842120000001,18.532191
4743,Oroszlany,4.270143,594795.4536599027,238677.20631257968,47.4897011,18.3148401
4744,Hajduszoboszlo,4.3675239999999995,826673.9314394998,235886.0851172777,47.4431291,21.3902995
4942,Monor,4.2647,680173.7389994967,223268.51633040217,47.35274329999999,19.4468404
5142,Diosd,3.978728,642257.3844867193,229146.0683747778,47.406256,18.9448604
5143,Rackeve,4.000955,642127.7174616717,201878.60930171065,47.1609765,18.9436266
5144,Pilisszentivan,3.6394870000000004,638684.1586361135,251752.86200342738,47.6095461,18.8969359
5145,Szarvas,4.230628,764721.456278917,169756.6912946821,46.8621434,20.5521466
5342,Dorog,4.079036,626288.385918415,264330.65448757133,47.7223403,18.7313867
5343,Nyergesujfalu,3.8780620000000003,613046.4515097399,268673.86556234065,47.7607852,18.5545212
5344,Tolna,4.055646,608350.5655873233,127246.86187171309,46.488344700000006,18.5050005
5345,Balatonalmadi,3.9622269999999995,571922.1237113687,188468.27001537755,47.035766,18.0200896
5346,Szentes,4.454479,742553.7551115633,146053.7857297833,46.6524049,20.2566408
5542,Kormend,4.067294,464022.11189766024,188299.08519149083,47.0126655,16.6010475
5543,Kiskoros,4.154089,668091.8031121666,141840.84920878103,46.6206925,19.2836756
5742,Celldomolk,4.0328599999999994,506572.3157886459,214395.91711276045,47.2579643,17.1521883
5743,Paty,3.859258,633406.1601801702,241221.1094116785,47.514704,18.8271319
5942,Gyomro,4.221936,676185.4543985816,230986.5432248408,47.4223375,19.394503
6142,Nagykoros,4.387976999999999,706151.0724702633,188403.43235353328,47.03742570000001,19.7863141
6143,Csomor,3.96506,663305.4995917178,245015.95474213274,47.5489158,19.2242144
6144,Szigetvar,4.032296,553392.0191836966,78862.30663737444,46.0474395,17.799351100000006
6145,Kisujszallas,4.055646,779300.6866317188,209423.54232445406,47.2162053,20.7546669
6146,Varpalota,4.307603,581105.5265765318,206467.92449669013,47.198695,18.138157
6342,Mateszalka,4.229349,894434.7124137073,295146.6702239675,47.9539113,22.3208477
6343,Ecser,3.569842,670439.2178729554,233428.07030970827,47.44450250000001,19.3184563
6542,Martonvasar,3.7642510000000002,630431.9259085499,218930.73939465598,47.3141209,18.7886273
6543,Csongrad,4.226497,740680.3213677271,123691.65986950998,46.4515164,20.227760600000003
6742,Sarvar,4.169204,490061.96971959004,214127.6622249653,47.2517426,16.9342165
6743,Komlo,4.398287,589313.494276789,94372.9929753205,46.1911673,18.2613778
6744,Barcs,4.056066,527198.4326309355,69675.10765581949,45.96053660000001,17.463434200000002
6745,Tamasi,3.92371,591615.4270770422,143066.86948008285,46.62939779999999,18.2850331
6746,Albertirsa,4.093772,692796.3338935393,211449.34104665203,47.2457295,19.6127835
6747,Satoraljaujhely,4.18625,843179.9614579706,342425.8994723972,48.39609779999999,21.6561497
6942,Pannonhalma,3.595165,552661.1312970992,245950.53435996303,47.5502015,17.7541679
7142,Karcag,4.3005949999999995,791867.7850129011,220657.9717205593,47.314646,20.9240941
7143,Tiszafured,4.02914,778003.7752480556,253528.44382395674,47.6130877,20.7502258
7144,Torokszentmiklos,4.323108,753206.5330599732,204814.38636861046,47.1793568,20.409153
7145,Heviz,3.640978,507698.1202910279,162399.84957738555,46.79060379999999,17.1834489
7343,Hajduboszormeny,4.495627,834739.5790909985,261553.5948727314,47.6716617,21.5078944
7542,Gyal,4.3708089999999995,662825.0413558242,226741.04605334022,47.3845453,19.2173066
7742,Pilis,4.059185,687768.3288621805,215899.82950626092,47.2860696,19.5467411
7743,Tarnok,3.966236,636295.8039894799,224779.30760102434,47.3668787,18.8660065
7942,Balatonboglar,3.7732010000000002,543692.2222244649,160309.90911424183,46.7785548,17.6553063
7943,Sulysap,3.9186589999999994,685744.5376520731,234585.69354771028,47.45426060000001,19.5214828
7944,Solt,3.7983050000000014,646731.8663459424,161997.52066659264,46.8022565,19.0046438
8142,Mohacs,4.269606,621690.5941770423,72147.02937501838,45.9933836,18.6821079
8143,Mezotur,4.238974,770341.5726485911,185247.68048797536,47.0004724,20.6299513
8144,Marcali,4.0632209999999995,524684.0903115761,138974.91995055194,46.5833484,17.412300199999994
8145,Tab,3.627571,572921.0718628694,155038.77803449784,46.7351826,18.0389133
8342,Balatonlelle,3.6753199999999997,546854.9166958627,161166.79982221176,46.7867617,17.696520899999996
8343,Velence,3.729084,620703.5245961922,210210.47922524638,47.2353177,18.6605263
8344,Ullo,4.058236,672490.8205005411,226827.1284411706,47.3850605,19.3453263
8345,Lenti,3.9015129999999996,457743.54905679467,145335.74559649467,46.6245749,16.5366668
8542,Zsambek,3.73878,625159.7073473934,244986.6282770834,47.5483115,18.7174344
8543,Nagyatad,4.030762,519602.06756319007,99700.331787,46.229143,17.357096399999996
8544,Ocsa,3.960756,663907.9536596242,217476.7171802222,47.3011895,19.2313617
8742,Abony,4.172486,722547.4212103529,205403.13030584255,47.1887402,20.0047823
8743,Tokol,4.0177010000000015,643634.6370063215,219852.9834466398,47.3226787,18.9632427
8744,Taksony,3.8057730000000003,651129.25750503,220661.0505620649,47.32997810000001,19.0623899
8745,Mezobereny,4.037267,801232.0541107709,166440.4282207876,46.82499620000001,21.0297382
8942,Puspokladany,4.167258,806078.0050003,221564.87462197692,47.3195803,21.1123019
8943,Szigethalom,4.241447,646427.5725874071,220053.8206407928,47.3245067,19.0001884
8945,Tiszavasvari,4.098678,823302.7988433017,292902.381297071,47.956619,21.3680532
8946,Kapuvar,4.015066,498101.9005949474,251945.33118067813,47.59370429999999,17.0274824
8947,Bekes,4.295853,797702.789835757,162049.06874209523,46.7862993,20.9820736
8948,Fonyod,3.6746769999999995,535542.7371344819,156924.85895157888,46.7467521,17.54946
9142,Ercsi,3.903036,638716.2294419503,211999.68666522484,47.2519697,18.8983773
