CityId,CityName,PopLog,eov_x,eov_y,Latitude,Longitude
379,Budapest,6.240559999999999,649474.4583884269,239382.88586875534,47.4983815,19.0404707
380,Debrecen,5.317215,844116.7500649805,246253.4334351684,47.531399,21.6259782
381,Miskolc,5.222256,779793.9226847866,308070.94016217825,48.1031503,20.7901985
382,Szeged,5.230582,734907.1791773215,101719.09492085256,46.25463120000001,20.1486016
383,Pecs,5.195349,586608.5638559178,81633.51164963366,46.0763222,18.228074600000006
384,Gyor,5.119137,543945.1923395968,261380.74068936164,47.687609,17.6346815
385,Nyiregyhaza,5.070621,849340.8059821835,293640.18052640255,47.9557802,21.7167982
386,Kecskemet,5.057765,699164.0284618008,173962.21021507558,46.9080769,19.6928133
387,Szekesfehervar,5.007415,601756.1754314773,205409.84972533537,47.1910169,18.410811
388,Szombathely,4.899536,466116.15310765663,212307.66832145027,47.2291184,16.6187625
389,Szolnok,4.8712279999999994,736958.8940034744,204120.03748920877,47.1754555,20.1946818
390,Tatabanya,4.845117,601151.0557193856,249080.59360301873,47.5837788,18.3980308
391,Kaposvar,4.830499,553120.4728736363,113223.73993109119,46.35646920000001,17.788688600000004
392,Bekescsaba,4.804494,805982.0109758475,150992.96323483565,46.6849789,21.0866918
393,Zalaegerszeg,4.791333,482074.5313840026,168735.25716230282,46.8415803,16.8456316
394,Veszprem,4.806343,563953.1828022519,194919.95749334947,47.0928058,17.9140147
395,Erd,4.81476,640486.939984679,225929.00385681432,47.377294899999995,18.9214718
396,Eger,4.749474,749212.9864897509,284764.4609608821,47.8989887,20.3743665
397,Sopron,4.7880980000000015,466142.7745198407,262491.9557177373,47.6803063,16.5983457
398,Dunaujvaros,4.681332,641800.4772091953,180318.31711938445,46.9670241,18.9397061
399,Nagykanizsa,4.692864,492134.0557696158,125453.29939224766,46.4548261,16.992392300000002
1682,Szentendre,4.419129,652148.1761462337,258214.49390226707,47.6677606,19.0760467
1702,Esztergom,4.483359,626987.4752423036,271372.2809132963,47.7856977,18.7403349
1722,Budakeszi,4.1615779999999996,641106.7298687843,240675.19293736975,47.5099444,18.929382
1742,Vac,4.541704,656024.6411875939,270505.8805411627,47.778287299999995,19.1278294
1762,Budaors,4.4713650000000005,642968.1063616861,235122.1365688219,47.4600185,18.9541818
1782,Godollo,4.53367,673013.77114365,251313.10176191392,47.60528710000001,19.3535185
1802,Pomaz,4.233022,648210.8981378474,255886.36106983738,47.64682120000001,19.0236304
1822,Baja,4.572058,642559.8711430945,92663.2398300452,46.178496700000004,18.9511186
1842,Szekszard,4.522588,623380.8967930559,111614.44460096811,46.3484884,18.701663
1862,Gyongyos,4.510344,716073.0490242883,271063.37098261423,47.7799838,19.9291176
1882,Dunakeszi,4.605671,656159.6579921459,254204.67531452785,47.6316697,19.1294055
1902,Szigetszentmiklos,4.542539,649505.4568636656,222416.02527096195,47.345765,19.0409037
1922,Balassagyarmat,4.207715,668269.7464709518,303732.8061038795,48.07688320000001,19.2926037
1942,Budakalasz,4.021603,649955.8437360773,252823.87120397616,47.6192785,19.0468565
1962,Siofok,4.386945,574329.4210197775,174140.67082650747,46.9071694,18.0541598
1982,Tata,4.396304,595209.7680730948,256505.38777187408,47.6500863,18.3181275
2002,Jaszbereny,4.43014,715114.593961341,240261.20112768465,47.5030505,19.9117887
2003,Solymar,4.012078,641558.1043124177,249563.05219218333,47.5898936,18.9352034
2022,God,4.268695,656510.4158345619,259960.20740928987,47.6834336,19.1341568
2023,Gyula,4.500772,820493.6643654305,146817.06732724697,46.64386560000001,21.2747575
2042,Torokbalint,4.133123,639860.6540458908,232340.6134386865,47.43495789999999,18.9130312
2062,Cegled,4.577239,706877.2095520515,203331.561061738,47.1716447,19.7977516
2063,Keszthely,4.320043,512434.71327955264,159720.66455613106,46.7675081,17.2462801
2082,Szazhalombatta,4.27637,639767.1900797511,219249.30349225152,47.31719920000001,18.9120948
2083,Paks,4.2902569999999995,635561.3539467714,142081.89312520094,46.6229468,18.8589364
2084,Mosonmagyarovar,4.514812999999998,517209.5760134976,282563.4464029488,47.8731793,17.2722342
2102,Dombovar,4.289901,579668.2678044703,115236.72565439678,46.3778989,18.1332865
2103,Salgotarjan,4.5619,706101.2917352687,306107.31163220655,48.09606760000001,19.8005642
2104,Tiszaujvaros,4.218982,799391.5017080789,289062.062752898,47.92803410000001,21.046705600000006
2105,Dunaharaszti,4.30664,653617.3615280526,223996.91733446368,47.359976,19.0953357
2122,Sarospatak,4.1000260000000015,836739.9166130638,333934.01935365854,48.3216823,21.5655524
2142,Papa,4.505855,530812.7225668111,221434.58872172603,47.326108700000006,17.4705293
2143,Kiskunfelegyhaza,4.4767160000000015,711384.8363593383,152203.2161659152,46.7113263,19.8502905
2144,Hodmezovasarhely,4.667658,747798.275836179,119980.86091138469,46.4171344,20.3196068
2145,Kazincbarcika,4.457337,766954.3363122066,324626.6333346964,48.2544414,20.6223251
2146,Pilisvorosvar,4.138871,639785.9175364649,253032.24068308843,47.6210717,18.9115602
2147,Kiskunhalas,4.453730999999999,683512.0806024021,120464.48102125291,46.4277979,19.4834524
2342,Piliscsaba,3.923296,633367.547386602,254366.68163041776,47.6329416,18.8261229
2742,Kalocsa,4.2294,645015.7425554716,130959.22086952806,46.5230265,18.9825043
2743,Ajka,4.463266,537011.0900877943,196801.1538509607,47.1056579,17.5587276
2744,Nagykovacsi,3.8385339999999997,637558.1467693449,248051.80836377604,47.5762363,18.882064
2942,Fot,4.278021,661319.5713573478,252090.69124961918,47.612587100000006,19.1980105
2943,Pecel,4.188562999999999,672397.3314511756,238617.8861900267,47.4911201,19.3446801
